genomeversion	biastype	biassubtype	chr	start	end
hg19	replication	lagging	chr4	30356499	30510499
hg19	replication	lagging	chr4	30713499	30803499
hg19	replication	lagging	chr4	31377499	31794499
hg19	replication	lagging	chr4	31852499	31943499
hg19	replication	lagging	chr4	31969499	32156499
hg19	replication	lagging	chr4	32298499	32337499
hg19	replication	lagging	chr4	32708499	32809499
hg19	replication	lagging	chr4	32841499	32917499
hg19	replication	lagging	chr4	32953499	33208499
hg19	replication	lagging	chr4	33449499	33639499
hg19	replication	lagging	chr4	33720499	33889499
hg19	replication	lagging	chr4	33986499	34072499
hg19	replication	lagging	chr4	34296499	34505499
hg19	replication	lagging	chr4	34927499	34947499
hg19	replication	lagging	chr4	35246499	35461499
hg19	replication	lagging	chr4	35731499	35777499
hg19	replication	lagging	chr4	36020499	36194499
hg19	replication	lagging	chr4	36306499	36558499
hg19	replication	lagging	chr4	37479499	37532499
hg19	replication	lagging	chr4	37768499	37901499
hg19	replication	lagging	chr4	38012499	38399499
hg19	replication	lagging	chr4	38584499	38728499
hg19	replication	lagging	chr4	39570499	39797499
hg19	replication	lagging	chr4	40119499	40207499
hg19	replication	lagging	chr4	40362499	40520499
hg19	replication	lagging	chr4	40609499	40741499
hg19	replication	lagging	chr4	40767499	41077499
hg19	replication	lagging	chr4	41191499	41727499
hg19	replication	lagging	chr4	41922499	42516499
hg19	replication	lagging	chr4	42697499	42959499
hg19	replication	lagging	chr4	42985499	43073499
hg19	replication	lagging	chr4	43304499	43454499
hg19	replication	lagging	chr4	43656499	43723499
hg19	replication	lagging	chr4	44176499	44591499
hg19	replication	lagging	chr4	44790499	44908499
hg19	replication	lagging	chr4	45048499	45171499
hg19	replication	lagging	chr4	45350499	45491499
hg19	replication	lagging	chr4	45771499	45801499
hg19	replication	lagging	chr4	45827499	45971499
hg19	replication	lagging	chr4	46213499	46253499
hg19	replication	lagging	chr4	46588499	46692499
hg19	replication	lagging	chr4	46859499	46959499
hg19	replication	lagging	chr4	47146499	47260499
hg19	replication	lagging	chr4	48873499	49059499
hg19	replication	lagging	chr4	52787499	53165499
hg19	replication	lagging	chr4	53688499	53901499
hg19	replication	lagging	chr4	54350499	54567499
hg19	replication	lagging	chr4	54604499	54722499
hg19	replication	lagging	chr4	54748499	54851499
hg19	replication	lagging	chr4	55009499	55153499
hg19	replication	lagging	chr4	55432499	55601499
hg19	replication	lagging	chr4	56378499	56460499
hg19	replication	lagging	chr4	56491499	56566499
hg19	replication	lagging	chr4	56806499	57149499
hg19	replication	lagging	chr4	57361499	57527499
hg19	replication	lagging	chr4	57740499	58405499
hg19	replication	lagging	chr4	58434499	58484499
hg19	replication	lagging	chr4	58511499	58576499
hg19	replication	lagging	chr4	58702499	58862499
hg19	replication	lagging	chr4	59094499	59289499
hg19	replication	lagging	chr4	59378499	59417499
hg19	replication	lagging	chr4	59443499	59474499
hg19	replication	lagging	chr4	59670499	59713499
hg19	replication	lagging	chr4	59900499	59920499
hg19	replication	lagging	chr4	59950499	60011499
hg19	replication	lagging	chr4	60168499	60209499
hg19	replication	lagging	chr4	60410499	60527499
hg19	replication	lagging	chr4	60704499	60834499
hg19	replication	lagging	chr4	60923499	60945499
hg19	replication	lagging	chr4	60971499	61148499
hg19	replication	lagging	chr4	61320499	61400499
hg19	replication	lagging	chr4	61553499	61662499
hg19	replication	lagging	chr4	61804499	61864499
hg19	replication	lagging	chr4	61978499	62113499
hg19	replication	lagging	chr4	62288499	62340499
hg19	replication	lagging	chr4	62549499	62725499
hg19	replication	lagging	chr4	63146499	63267499
hg19	replication	lagging	chr4	63293499	63331499
hg19	replication	lagging	chr4	63805499	63973499
hg19	replication	lagging	chr4	64264499	64412499
hg19	replication	lagging	chr4	64470499	64556499
hg19	replication	lagging	chr4	64776499	64834499
hg19	replication	lagging	chr4	64975499	65174499
hg19	replication	lagging	chr4	65729499	65893499
hg19	replication	lagging	chr4	65919499	66011499
hg19	replication	lagging	chr4	66163499	66471499
hg19	replication	lagging	chr4	66681499	66834499
hg19	replication	lagging	chr4	66898499	66937499
hg19	replication	lagging	chr4	67141499	67194499
hg19	replication	lagging	chr4	67335499	67465499
hg19	replication	lagging	chr4	67648499	67797499
hg19	replication	lagging	chr4	68435499	68561499
hg19	replication	lagging	chr4	69228499	69351499
hg19	replication	lagging	chr4	69557499	70049499
hg19	replication	lagging	chr4	70136499	70219499
hg19	replication	lagging	chr4	70245499	70271499
hg19	replication	lagging	chr4	70297499	70507499
hg19	replication	lagging	chr4	70533499	70893499
hg19	replication	lagging	chr4	71744499	71944499
hg19	replication	lagging	chr4	71972499	72237499
hg19	replication	lagging	chr4	72470499	72705499
hg19	replication	lagging	chr4	72846499	72916499
hg19	replication	lagging	chr4	73081499	73355499
hg19	replication	lagging	chr4	73994499	74383499
hg19	replication	lagging	chr4	74420499	74815499
hg19	replication	lagging	chr4	75078499	75217499
hg19	replication	lagging	chr4	75321499	75401499
hg19	replication	lagging	chr4	75648499	75709499
hg19	replication	lagging	chr4	77086499	77362499
hg19	replication	lagging	chr4	77529499	77724499
hg19	replication	lagging	chr4	77750499	77908499
hg19	replication	lagging	chr4	78062499	78410499
hg19	replication	lagging	chr4	78436499	78450499
hg19	replication	lagging	chr4	78760499	78904499
hg19	replication	lagging	chr4	78930499	79002499
hg19	replication	lagging	chr4	79033499	79177499
hg19	replication	lagging	chr4	79604499	80118499
hg19	replication	lagging	chr4	80274499	80352499
hg19	replication	lagging	chr4	80557499	80600499
hg19	replication	lagging	chr4	80631499	80833499
hg19	replication	lagging	chr4	80894499	80956499
hg19	replication	lagging	chr4	81185499	81217499
hg19	replication	lagging	chr4	81787499	82157499
hg19	replication	lagging	chr4	83436499	83747499
hg19	replication	lagging	chr4	83951499	84177499
hg19	replication	lagging	chr4	84291499	84850499
hg19	replication	lagging	chr4	84876499	84985499
hg19	replication	lagging	chr4	85480499	85722499
hg19	replication	lagging	chr4	86008499	86096499
hg19	replication	lagging	chr4	86308499	86668499
hg19	replication	lagging	chr4	87928499	88101499
hg19	replication	lagging	chr4	88324499	88458499
hg19	replication	lagging	chr4	88486499	88611499
hg19	replication	lagging	chr4	88637499	88711499
hg19	replication	lagging	chr4	89181499	89791499
hg19	replication	lagging	chr4	89817499	90484499
hg19	replication	lagging	chr4	91008499	91543499
hg19	replication	lagging	chr4	91839499	91962499
hg19	replication	lagging	chr4	92082499	92134499
hg19	replication	lagging	chr4	92162499	92264499
hg19	replication	lagging	chr4	92729499	92874499
hg19	replication	lagging	chr4	92904499	92936499
hg19	replication	lagging	chr4	93069499	93095499
hg19	replication	lagging	chr4	93121499	93255499
hg19	replication	lagging	chr4	93476499	93568499
hg19	replication	lagging	chr4	93901499	94319499
hg19	replication	lagging	chr4	95384499	95455499
hg19	replication	lagging	chr4	95665499	95689499
hg19	replication	lagging	chr4	95716499	96068499
hg19	replication	lagging	chr4	96095499	96811499
hg19	replication	lagging	chr4	96838499	97035499
hg19	replication	lagging	chr4	97663499	97766499
hg19	replication	lagging	chr4	97973499	98130499
hg19	replication	lagging	chr4	98503499	98534499
hg19	replication	lagging	chr4	98560499	98675499
hg19	replication	lagging	chr4	98720499	98804499
hg19	replication	lagging	chr4	99280499	99320499
hg19	replication	lagging	chr4	99578499	99687499
hg19	replication	lagging	chr4	99837499	100195499
hg19	replication	lagging	chr4	100329499	100594499
hg19	replication	lagging	chr4	100926499	100942499
hg19	replication	lagging	chr4	100968499	101029499
hg19	replication	lagging	chr4	101433499	101508499
hg19	replication	lagging	chr4	101710499	102073499
hg19	replication	lagging	chr4	102372499	102440499
hg19	replication	lagging	chr4	102792499	102940499
hg19	replication	lagging	chr4	102966499	103056499
hg19	replication	lagging	chr4	103468499	103847499
hg19	replication	lagging	chr4	103875499	104632499
hg19	replication	lagging	chr4	104878499	105058499
hg19	replication	lagging	chr4	105900499	106024499
hg19	replication	lagging	chr4	106117499	106203499
hg19	replication	lagging	chr4	106230499	106259499
hg19	replication	lagging	chr4	106593499	106796499
hg19	replication	lagging	chr4	106834499	107467499
hg19	replication	lagging	chr4	107497499	107534499
hg19	replication	lagging	chr4	107560499	107852499
hg19	replication	lagging	chr4	108334499	108378499
hg19	replication	lagging	chr4	108693499	109284499
hg19	replication	lagging	chr4	109618499	109905499
hg19	replication	lagging	chr4	110706499	110960499
hg19	replication	lagging	chr4	111187499	111302499
hg19	replication	lagging	chr4	111329499	111586499
hg19	replication	lagging	chr4	111612499	111769499
hg19	replication	lagging	chr4	111795499	111870499
hg19	replication	lagging	chr4	112132499	112170499
hg19	replication	lagging	chr4	113020499	113088499
hg19	replication	lagging	chr4	113114499	113960499
hg19	replication	lagging	chr4	113986499	114106499
hg19	replication	lagging	chr4	114354499	114386499
hg19	replication	lagging	chr4	114412499	114512499
hg19	replication	lagging	chr4	114885499	115140499
hg19	replication	lagging	chr4	115229499	115734499
hg19	replication	lagging	chr4	116149499	116310499
hg19	replication	lagging	chr4	116830499	117100499
hg19	replication	lagging	chr4	117127499	117244499
hg19	replication	lagging	chr4	117390499	117582499
hg19	replication	lagging	chr4	117608499	117618499
hg19	replication	lagging	chr4	118008499	118123499
hg19	replication	lagging	chr4	118274499	118616499
hg19	replication	lagging	chr4	118846499	118941499
hg19	replication	lagging	chr4	119897499	119973499
hg19	replication	lagging	chr4	119999499	120170499
hg19	replication	lagging	chr4	120200499	120238499
hg19	replication	lagging	chr4	120264499	120310499
hg19	replication	lagging	chr4	120357499	120422499
hg19	replication	lagging	chr4	120612499	120782499
hg19	replication	lagging	chr4	120808499	120845499
hg19	replication	lagging	chr4	120875499	121149499
hg19	replication	lagging	chr4	121175499	121347499
hg19	replication	lagging	chr4	121443499	121624499
hg19	replication	lagging	chr4	121925499	122238499
hg19	replication	lagging	chr4	122701499	122882499
hg19	replication	lagging	chr4	123035499	123148499
hg19	replication	lagging	chr4	123362499	123484499
hg19	replication	lagging	chr4	123721499	123907499
hg19	replication	lagging	chr4	124322499	124812499
hg19	replication	lagging	chr4	125824499	126898499
hg19	replication	lagging	chr4	127067499	127202499
hg19	replication	lagging	chr4	127378499	127536499
hg19	replication	lagging	chr4	127610499	127750499
hg19	replication	lagging	chr4	128970499	129110499
hg19	replication	lagging	chr4	129141499	129969499
hg19	replication	lagging	chr4	130045499	130191499
hg19	replication	lagging	chr4	130219499	130436499
hg19	replication	lagging	chr4	130672499	130800499
hg19	replication	lagging	chr4	131019499	131152499
hg19	replication	lagging	chr4	131286499	131423499
hg19	replication	lagging	chr4	131579499	131853499
hg19	replication	lagging	chr4	132123499	132306499
hg19	replication	lagging	chr4	132683499	132882499
hg19	replication	lagging	chr4	133119499	133153499
hg19	replication	lagging	chr4	133928499	134352499
hg19	replication	lagging	chr4	134490499	134682499
hg19	replication	lagging	chr4	135174499	135485499
hg19	replication	lagging	chr4	135512499	135961499
hg19	replication	lagging	chr4	136070499	136347499
hg19	replication	lagging	chr4	136373499	136507499
hg19	replication	lagging	chr4	136743499	136852499
hg19	replication	lagging	chr4	137031499	137189499
hg19	replication	lagging	chr4	137220499	137247499
hg19	replication	lagging	chr4	137486499	137683499
hg19	replication	lagging	chr4	137754499	137878499
hg19	replication	lagging	chr4	138033499	138156499
hg19	replication	lagging	chr4	138420499	138599499
hg19	replication	lagging	chr4	138994499	139048499
hg19	replication	lagging	chr4	140030499	140047499
hg19	replication	lagging	chr4	140204499	140324499
hg19	replication	lagging	chr4	140498499	140932499
hg19	replication	lagging	chr4	141173499	141214499
hg19	replication	lagging	chr4	141240499	141280499
hg19	replication	lagging	chr4	141673499	141791499
hg19	replication	lagging	chr4	141818499	141964499
hg19	replication	lagging	chr4	141991499	142078499
hg19	replication	lagging	chr4	142104499	142503499
hg19	replication	lagging	chr4	142961499	143088499
hg19	replication	lagging	chr4	143714499	143811499
hg19	replication	lagging	chr4	143837499	143996499
hg19	replication	lagging	chr4	144027499	144107499
hg19	replication	lagging	chr4	144226499	144705499
hg19	replication	lagging	chr4	144731499	145023499
hg19	replication	lagging	chr4	145049499	145134499
hg19	replication	lagging	chr4	145160499	145275499
hg19	replication	lagging	chr4	145401499	145648499
hg19	replication	lagging	chr4	146158499	146268499
hg19	replication	lagging	chr4	146501499	146924499
hg19	replication	lagging	chr4	147117499	147247499
hg19	replication	lagging	chr4	147276499	147309499
hg19	replication	lagging	chr4	147471499	147514499
hg19	replication	lagging	chr4	147542499	147562499
hg19	replication	lagging	chr4	147588499	147629499
hg19	replication	lagging	chr4	148575499	149218499
hg19	replication	lagging	chr4	149244499	149810499
hg19	replication	lagging	chr4	150084499	150211499
hg19	replication	lagging	chr4	150375499	150434499
hg19	replication	lagging	chr4	151161499	151187499
hg19	replication	lagging	chr4	151213499	151316499
hg19	replication	lagging	chr4	151873499	151917499
hg19	replication	lagging	chr4	152054499	152315499
hg19	replication	lagging	chr4	152341499	152854499
hg19	replication	lagging	chr4	153583499	153753499
hg19	replication	lagging	chr4	153886499	154040499
hg19	replication	lagging	chr4	154199499	155183499
hg19	replication	lagging	chr4	155493499	155801499
hg19	replication	lagging	chr4	155900499	156107499
hg19	replication	lagging	chr4	156318499	156349499
hg19	replication	lagging	chr4	156387499	156434499
hg19	replication	lagging	chr4	156619499	156767499
hg19	replication	lagging	chr4	156970499	157136499
hg19	replication	lagging	chr4	157357499	157424499
hg19	replication	lagging	chr4	157568499	157688499
hg19	replication	lagging	chr4	158086499	158159499
hg19	replication	lagging	chr4	158324499	158410499
hg19	replication	lagging	chr4	159035499	159249499
hg19	replication	lagging	chr4	159686499	159855499
hg19	replication	lagging	chr4	159968499	160195499
hg19	replication	lagging	chr4	160353499	160608499
hg19	replication	lagging	chr4	160634499	160775499
hg19	replication	lagging	chr4	161368499	161439499
hg19	replication	lagging	chr4	161756499	161859499
hg19	replication	lagging	chr4	162110499	162532499
hg19	replication	lagging	chr4	162560499	162800499
hg19	replication	lagging	chr4	163388499	163484499
hg19	replication	lagging	chr4	163716499	164053499
hg19	replication	lagging	chr4	164353499	164997499
hg19	replication	lagging	chr4	165313499	165440499
hg19	replication	lagging	chr4	166076499	166854499
hg19	replication	lagging	chr4	166880499	167097499
hg19	replication	lagging	chr4	167285499	167343499
hg19	replication	lagging	chr4	167390499	167466499
hg19	replication	lagging	chr4	167683499	167823499
hg19	replication	lagging	chr4	168202499	168302499
hg19	replication	lagging	chr4	168473499	168537499
hg19	replication	lagging	chr4	169959499	170411499
hg19	replication	lagging	chr4	170442499	170580499
